,Name,Club,Overall,Value,foot,SM,W/F,D/W,A/W,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,PAC,SHO,PAS,DRI,DEF,PHY
114,Nabil Fekir,Real Betis,84,39000000.0,1,4,3,1,0,83,82,49,83,77,90,81,80,75,89,79,77,82,78,91,84,64,74,82,82,73,28,81,81,74,89,31,37,25,15,9,8,14,15,78,82,81,88,33,77
115,Kingsley Coman,FC Bayern München,84,40500000.0,0,4,3,2,1,79,76,52,78,77,87,84,70,72,87,94,91,88,84,85,80,73,69,64,73,36,23,83,79,70,76,29,27,21,5,3,5,3,5,92,76,77,87,29,60
116,Alex Nicolao Telles,FC Porto,84,33000000.0,1,3,2,0,0,89,65,74,84,67,82,87,79,87,83,84,85,73,83,70,80,80,91,68,76,78,80,76,76,81,80,80,81,79,13,8,12,11,14,85,72,84,81,80,76
117,Julian Brandt,Borussia Dortmund,84,40500000.0,0,4,4,1,1,78,79,53,86,78,86,77,59,80,86,78,86,81,83,78,81,63,78,74,80,43,39,80,84,54,82,39,42,29,11,16,11,8,9,82,78,81,85,40,68
118,Dele Alli,Tottenham Hotspur,84,41500000.0,0,4,3,0,0,68,82,83,84,79,83,75,68,80,86,68,76,75,86,62,78,71,89,72,80,84,74,88,83,74,87,70,70,63,7,6,9,11,8,72,81,79,82,71,79
119,João Pedro Cavaco Cancelo,Manchester City,84,36500000.0,0,4,3,1,0,86,58,68,81,62,85,82,69,75,84,89,90,82,84,79,80,72,92,60,68,73,78,78,78,46,82,79,80,80,6,9,15,14,14,90,65,80,84,78,71
120,Leon Goretzka,FC Bayern München,84,40000000.0,0,3,4,1,0,75,76,80,84,68,81,76,75,79,84,84,78,76,84,70,79,74,86,75,83,80,79,79,82,60,80,72,74,73,13,8,15,11,9,81,77,80,81,75,79
121,Felipe Augusto de Almeida Monteiro,Atlético Madrid,84,25000000.0,0,2,3,0,1,45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7,64,41,57,60,84,87
122,Kepa Arrizabalaga,Chelsea,84,31000000.0,0,1,4,1,1,25,11,18,51,18,10,25,19,53,16,34,33,41,78,39,65,71,37,51,14,18,21,15,57,24,63,19,18,16,84,82,86,80,85,84,82,86,85,33,80
123,Serge Gnabry,FC Bayern München,84,39500000.0,0,4,4,1,0,76,81,44,79,83,87,70,62,69,83,92,89,86,82,88,86,64,74,69,81,63,38,82,77,68,78,45,42,45,14,10,10,9,7,90,82,75,86,43,69
124,Riyad Mahrez,Manchester City,84,31500000.0,1,5,4,1,1,81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,15,9,13,11,6,84,78,79,89,38,59
125,Memphis Depay,Olympique Lyonnais,84,40500000.0,0,5,3,2,0,83,78,65,80,74,84,85,88,74,85,87,87,81,79,79,87,74,79,80,81,75,28,83,85,71,78,29,31,20,8,14,6,12,10,87,80,81,84,32,78
126,Felipe Anderson Pereira Gomes,West Ham United,84,36500000.0,0,4,4,1,0,81,74,44,81,73,90,77,69,76,88,89,89,89,77,87,86,37,74,55,84,67,69,76,81,53,84,47,59,46,12,10,9,5,7,89,77,79,89,55,61
127,Josip Iličić,Atalanta,84,28000000.0,1,4,4,1,1,82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,13,13,8,12,6,70,84,84,85,43,67
128,Dušan Tadić,Ajax,84,29500000.0,1,4,3,1,1,83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,11,11,14,9,16,68,80,84,85,41,71
129,Luis Alberto Romero Alconchel,Lazio,84,36500000.0,0,4,3,1,1,76,77,49,88,76,86,86,81,87,88,75,68,81,80,74,77,54,70,65,76,29,42,80,85,56,72,48,56,41,6,8,6,12,11,71,76,84,85,49,59
130,Stefan de Vrij,Inter,84,31500000.0,0,2,4,0,1,49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,8,10,7,14,13,66,41,62,68,86,74
131,Luis Miguel Afonso Fernandes,SL Benfica,84,30500000.0,0,3,4,1,0,81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,15,14,9,9,15,77,77,84,81,63,68
132,Bernd Leno,Arsenal,84,26000000.0,0,1,3,1,1,9,9,13,45,10,16,9,8,42,30,55,56,52,79,44,59,73,43,68,14,28,22,7,54,23,66,27,15,18,83,81,78,84,85,83,81,78,85,56,84
133,Douglas Costa de Souza,Juventus,84,31500000.0,1,5,3,1,0,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5,94,73,79,91,43,61
134,Sergio Canales Madrazo,Real Betis,84,31500000.0,1,4,3,1,0,79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,15,12,16,13,12,78,79,83,81,51,66
135,Kyle Walker,Manchester City,84,25500000.0,0,2,2,0,0,81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,12,6,16,15,8,91,63,76,77,81,81
136,José Paulo Bezerra M. Júnior,Guangzhou Evergrande Taobao FC,84,29000000.0,0,4,3,0,0,64,81,85,83,75,80,66,72,80,84,74,71,70,82,72,83,92,92,82,80,81,80,84,79,71,81,75,79,75,16,16,11,6,8,72,81,77,80,78,85
137,İlkay Gündoğan,Manchester City,84,31000000.0,0,4,4,1,0,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,11,14,5,5,13,66,74,84,84,72,71
138,José María Callejón Bueno,Napoli,84,24000000.0,0,3,3,0,0,82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,89,78,75,83,47,64
139,César Azpilicueta Tanco,Chelsea,84,25500000.0,0,2,3,1,1,81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5,70,55,77,73,85,76
140,Jérôme Boateng,FC Bayern München,84,25000000.0,0,2,4,1,1,69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,7,12,15,6,5,66,50,72,65,84,82
141,Arturo Vidal,FC Barcelona,84,23500000.0,0,3,4,0,0,76,75,82,82,78,76,76,68,81,83,68,67,73,86,75,84,85,86,83,82,93,85,83,82,81,83,82,87,88,4,2,4,2,4,67,79,80,78,85,86
142,Mario Mandžukić,Juventus,84,19500000.0,0,3,3,0,0,72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,10,8,5,8,15,68,80,71,75,65,86
143,Ivan Perišić,FC Bayern München,84,29500000.0,0,4,5,1,1,83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,6,7,10,9,6,84,80,78,82,62,77
144,Georginio Wijnaldum,Liverpool,84,31000000.0,0,4,3,0,0,69,70,74,85,73,85,76,67,79,85,79,76,81,83,84,78,79,93,72,71,74,78,78,78,74,86,76,78,69,16,6,14,12,6,77,73,78,84,76,78
145,Edin Džeko,Roma,84,19500000.0,0,2,5,1,1,63,88,83,77,77,76,65,54,72,85,61,60,56,83,36,86,64,72,81,79,58,50,89,75,67,83,58,28,16,9,11,13,15,15,60,84,71,75,46,73
146,Yann Sommer,Borussia Mönchengladbach,84,21000000.0,0,1,4,1,1,13,13,10,40,8,15,12,13,31,25,48,54,55,81,58,61,73,45,68,12,38,21,15,58,24,57,9,19,12,79,85,81,80,87,79,85,81,87,51,80
147,Javier Martínez Aginaga,FC Bayern München,84,25500000.0,0,2,3,1,2,58,43,87,76,58,59,46,45,74,71,45,50,52,85,49,76,85,72,85,62,91,88,51,74,52,80,85,86,85,5,12,9,11,8,48,55,69,63,86,83
148,Mesut Özil,Arsenal,84,29500000.0,1,4,2,2,1,83,73,51,89,80,84,84,76,82,89,72,69,77,83,71,70,45,67,56,69,44,24,81,90,67,83,24,16,19,6,14,10,6,14,70,72,86,84,24,56
149,Lucas Pezzini Leiva,Lazio,84,20500000.0,0,3,3,0,1,63,62,72,82,59,77,74,47,81,79,64,61,77,82,80,77,81,82,63,66,83,87,66,81,61,86,82,84,81,10,8,8,5,6,62,66,76,78,83,73
150,Sokratis Papastathopoulos,Arsenal,84,23000000.0,0,2,2,0,1,47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,6,8,5,12,5,72,51,52,60,84,83
151,Marek Hamšík,Dalian YiFang FC,84,26500000.0,0,3,5,1,0,78,74,74,86,77,84,80,70,83,85,70,68,77,88,67,82,70,81,67,78,60,72,85,86,70,84,75,70,62,8,6,4,14,14,69,77,83,83,72,69
152,Salvatore Sirigu,Torino,84,19000000.0,0,1,2,1,1,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,84,80,76,84,82,84,80,76,82,51,84
153,Stéphane Ruffier,AS Saint-Étienne,84,19000000.0,0,1,3,1,1,11,11,12,33,13,12,17,12,34,15,45,50,51,79,55,56,72,37,76,11,31,25,12,49,25,66,13,12,11,82,84,75,85,82,82,84,75,82,48,85
154,João Filipe Moutinho,Wolverhampton Wanderers,84,23500000.0,0,3,4,0,0,81,73,70,87,76,81,84,81,85,85,60,53,75,76,85,76,72,78,60,79,71,72,74,86,70,88,71,72,67,13,15,15,13,13,56,75,85,82,71,67
155,Képler Laveran Lima Ferreira,FC Porto,84,6500000.0,0,2,3,0,1,46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,8,15,5,9,10,67,51,57,60,85,85
156,Luka Jović,Real Madrid,83,36500000.0,0,3,5,1,1,67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,8,7,12,9,13,77,82,68,81,29,74
157,Marcus Rashford,Manchester United,83,35500000.0,0,5,3,0,0,74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14,92,82,73,84,45,77
158,Trent Alexander-Arnold,Liverpool,83,32000000.0,0,3,4,1,0,88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,14,15,14,6,7,80,62,82,78,78,70
159,Ronaldo Jailson Cabrais Petri,Grêmio,83,27000000.0,0,4,4,1,0,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,87,77,83,84,35,72
160,Josué Durval Chiamulera Vaz,Grêmio,83,23500000.0,0,2,3,1,1,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10,80,43,56,64,85,77
161,Lourival Adnan Beretta Barbosa,Atlético Mineiro,83,27500000.0,0,4,3,2,0,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20,81,84,62,72,33,75
162,Manuel Akanji,Borussia Dortmund,83,31000000.0,0,2,3,0,1,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9,78,45,68,72,83,80
163,Fabián Ruiz Peña,Napoli,83,36000000.0,1,4,4,1,1,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,16,11,7,13,13,65,78,78,83,74,69
164,Giovani Lo Celso,Tottenham Hotspur,83,35000000.0,1,4,3,1,0,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,10,7,10,15,14,77,78,82,85,65,72
165,Nicolas Pépé,Arsenal,83,34500000.0,1,4,3,2,0,78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8,91,81,75,85,33,67
166,Gonçalo Manuel Ganchinho Guedes,Valencia CF,83,34500000.0,0,4,4,1,0,78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9,90,79,76,84,36,70
167,Borja Iglesias Quintas,Real Betis,83,32500000.0,0,3,3,1,0,50,86,82,71,71,77,41,36,65,80,65,69,64,78,72,83,70,76,91,82,68,30,84,71,79,82,32,31,18,14,12,16,13,16,67,83,63,76,35,82
168,Pau López Sabata,Roma,83,26000000.0,1,1,3,1,1,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,82,83,79,82,84,82,83,79,84,49,82
169,Marco Asensio Willemsen,Real Madrid,83,34000000.0,1,4,3,1,0,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,13,9,6,12,10,81,80,82,84,43,62
170,Davinson Sánchez,Tottenham Hotspur,83,30500000.0,0,2,3,0,1,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86,9,7,10,6,15,74,45,57,66,83,81
171,Corentin Tolisso,FC Bayern München,83,34000000.0,0,3,3,1,0,67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14,69,77,79,78,76,79
172,Dakonam Djené,Getafe CF,83,27000000.0,0,2,4,0,1,60,29,79,74,22,50,51,48,64,71,74,71,71,81,69,67,79,73,79,27,88,84,49,42,41,72,83,85,82,7,15,7,10,10,72,37,61,61,83,79
173,Andrej Kramarić,TSG 1899 Hoffenheim,83,27000000.0,0,4,4,1,1,76,86,69,79,85,86,79,74,53,85,76,70,83,83,83,83,69,77,67,85,73,21,84,72,90,82,35,20,26,8,14,14,7,15,73,85,73,85,30,71
174,Thomas Lemar,Atlético Madrid,83,34000000.0,1,4,2,1,1,83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14,83,76,82,85,59,67
175,Jonathan Tah,Bayer 04 Leverkusen,83,31000000.0,0,2,4,1,1,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14,71,27,59,57,83,81
176,Anderson Souza Conceição,Guangzhou Evergrande Taobao FC,83,34500000.0,1,4,4,2,0,75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,13,11,13,12,10,77,82,80,81,57,72
177,Federico Bernardeschi,Juventus,83,31500000.0,1,5,3,1,0,82,68,54,85,74,88,82,80,71,88,82,81,85,80,79,82,49,79,67,82,52,66,78,82,72,82,66,54,50,14,15,10,13,12,81,75,81,87,60,66
178,Timo Werner,RB Leipzig,83,34500000.0,0,3,4,1,0,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9,92,81,67,83,35,69
179,Anthony Martial,Manchester United,83,34500000.0,0,4,3,2,1,72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11,89,81,72,86,41,71
180,Alessio Romagnoli,Milan,83,32000000.0,1,2,3,0,1,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9,63,40,55,66,85,79
181,Alejandro Grimaldo García,SL Benfica,83,29500000.0,1,3,2,1,0,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,7,13,10,7,13,85,63,79,84,77,71
182,Adrien Rabiot,Juventus,83,33000000.0,1,3,3,1,0,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15,73,74,79,80,77,80
183,Yannick Carrasco,Dalian YiFang FC,83,31000000.0,0,4,4,1,0,78,80,53,75,68,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71,74,75,53,39,26,9,11,9,10,10,90,80,75,87,39,64
184,William Silva de Carvalho,Real Betis,83,27500000.0,0,3,4,1,1,68,52,74,81,50,78,80,50,85,81,37,46,45,74,47,69,67,83,91,55,78,81,63,81,60,89,80,80,72,6,6,5,14,14,42,57,77,74,79,85
185,Sébastien Haller,West Ham United,83,32000000.0,0,3,2,1,0,40,85,86,76,82,76,57,46,45,80,68,76,68,84,53,81,80,72,89,67,76,36,84,75,91,82,39,61,55,6,7,14,7,6,72,81,62,76,51,82
186,Edin Višća,Medipol Başakşehir FK,83,25500000.0,0,4,4,1,0,82,77,45,83,74,80,76,60,71,84,89,87,92,78,89,80,69,88,58,77,47,52,82,77,75,82,55,40,40,8,14,14,12,16,88,78,78,83,47,64
187,Luiz Frello Filho Jorge,Chelsea,83,29000000.0,0,3,3,1,1,75,57,56,89,71,81,75,76,87,85,61,50,77,81,72,71,58,85,66,62,79,76,68,87,84,79,62,77,70,14,7,13,14,8,55,63,84,81,70,73
188,Arkadiusz Milik,Napoli,83,35000000.0,1,4,3,1,1,58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6,69,85,64,76,39,74
189,Florian Thauvin,Olympique de Marseille,83,30500000.0,1,4,3,1,0,82,80,72,83,75,82,84,72,76,84,87,80,86,83,71,83,77,83,66,80,56,42,84,80,78,82,46,29,31,8,11,14,10,9,83,80,81,83,41,69
190,Jordan Pickford,Everton,83,24000000.0,1,1,4,1,1,17,19,15,55,20,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68,45,68,21,20,12,82,78,87,82,86,82,78,87,86,48,82
191,John Stones,Manchester City,83,30000000.0,0,3,4,1,0,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8,68,36,70,72,84,77
192,Julian Draxler,Paris Saint-Germain,83,32500000.0,0,4,5,1,1,81,76,65,84,80,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82,65,83,39,64,44,11,13,5,13,8,77,79,81,86,55,63
193,Álvaro Borja Morata Martín,Atlético Madrid,83,32000000.0,0,3,4,0,0,73,81,86,78,80,83,76,44,51,82,75,85,66,80,58,80,84,70,79,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5,81,79,71,80,31,72
194,Lucas Rodrigues M. Silva,Tottenham Hotspur,83,31000000.0,0,4,4,1,0,75,82,50,77,72,88,71,74,74,83,95,89,93,81,92,79,90,76,57,76,72,50,82,76,74,82,31,43,44,9,10,14,7,14,92,79,76,87,42,66
195,Danilo Luís Hélio Pereira,FC Porto,83,24000000.0,0,3,3,0,1,55,60,77,83,55,76,48,53,81,78,62,68,57,75,60,74,62,82,89,63,83,83,69,73,57,84,83,84,71,9,7,13,14,15,65,63,72,74,82,85
196,Lucas Digne,Everton,83,28500000.0,1,3,3,1,0,85,60,71,81,68,78,81,83,73,83,79,78,69,83,78,83,92,85,69,76,76,82,72,73,60,79,78,83,84,6,12,9,6,13,78,69,79,79,80,76
197,Francisco Alcácer García,Borussia Dortmund,83,32000000.0,0,3,4,2,1,53,86,78,79,85,78,85,85,51,82,81,78,84,85,84,82,67,65,64,84,57,26,86,67,71,84,45,24,22,12,14,14,8,5,79,84,68,80,36,63
198,Jasper Cillessen,Valencia CF,83,20000000.0,0,1,3,1,1,17,10,12,50,19,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,82,83,78,81,83,82,83,78,83,52,81
199,Francesco Acerbi,Lazio,83,19000000.0,1,3,3,1,1,25,37,82,73,39,65,62,56,77,72,61,52,33,83,35,75,66,82,86,60,75,86,20,65,72,85,87,86,85,11,9,9,13,11,56,50,61,63,86,82
200,Wissam Ben Yedder,AS Monaco,83,27000000.0,0,4,5,0,0,74,88,74,80,83,85,80,76,66,84,88,81,90,83,89,81,78,68,59,69,55,44,89,80,76,84,34,33,26,6,13,9,7,7,84,82,77,85,39,61
201,Charles Aránguiz,Bayer 04 Leverkusen,83,24000000.0,0,3,4,1,1,78,66,53,85,68,79,75,76,84,83,72,55,80,86,86,80,61,87,64,77,80,82,76,81,76,81,76,74,72,15,7,12,8,13,63,72,82,81,74,73
202,Pablo Sarabia García,Paris Saint-Germain,83,29500000.0,1,4,4,1,0,84,78,61,83,64,86,84,74,79,85,74,75,79,77,80,76,32,71,57,77,46,58,82,84,69,74,60,54,49,16,7,15,6,14,75,76,82,84,57,57
203,Wilfried Zaha,Crystal Palace,83,32000000.0,0,5,3,2,0,78,78,47,75,64,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76,66,81,22,29,28,15,10,15,11,10,91,76,72,88,27,74
204,Rodrigo Moreno Machado,Valencia CF,83,27000000.0,1,4,3,1,0,72,80,80,80,77,82,83,67,58,82,88,91,81,82,74,83,77,74,71,76,60,31,83,77,77,80,44,41,40,7,13,10,11,5,90,80,74,82,44,70
205,Marc Bartra Aregall,Real Betis,83,25500000.0,0,3,3,1,0,57,55,80,82,43,68,66,51,81,78,75,72,71,83,70,71,87,69,73,70,80,84,61,75,52,76,79,83,82,10,15,13,12,8,73,61,73,72,82,74
206,Kevin Kampl,RB Leipzig,83,25500000.0,0,3,4,0,0,72,63,34,84,68,86,78,75,79,84,83,70,90,84,82,69,67,90,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16,76,67,80,86,63,62
207,Idrissa Gueye,Paris Saint-Germain,83,22000000.0,0,3,3,0,1,60,50,69,79,32,76,45,61,77,79,74,72,82,83,80,80,88,90,69,66,85,89,65,65,54,80,84,90,83,8,6,8,12,13,73,59,70,78,85,78
208,Juan Cuadrado,Juventus,83,22500000.0,0,5,3,1,0,78,64,58,81,70,90,78,69,69,85,90,92,91,78,81,84,74,74,58,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9,91,72,77,88,66,67
209,Koen Casteels,VfL Wolfsburg,83,22000000.0,1,1,2,1,1,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,83,79,79,82,83,83,79,79,83,45,82
210,Nicolás Otamendi,Manchester City,83,19000000.0,0,2,3,0,1,52,54,84,75,57,51,50,39,72,70,55,57,58,78,58,69,89,65,79,56,91,83,48,53,45,79,82,84,83,12,5,8,11,12,56,57,63,59,83,78
211,Lukáš Hrádecký,Bayer 04 Leverkusen,83,18500000.0,0,1,3,1,1,11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,85,79,69,82,86,85,79,69,86,41,82
212,Daley Blind,Ajax,83,22000000.0,1,3,3,1,1,80,62,75,83,66,75,84,62,83,82,61,48,71,85,72,73,72,76,74,65,70,86,66,77,54,83,82,84,79,12,9,10,14,10,54,65,80,77,82,74
213,Asier Illarramendi,Real Sociedad,83,22000000.0,0,3,3,0,1,68,72,51,85,58,78,76,68,82,83,62,47,69,84,73,69,62,73,68,76,76,87,79,86,50,79,83,83,80,15,7,11,14,12,54,71,80,79,80,71
214,Kevin Trapp,Eintracht Frankfurt,83,21500000.0,0,1,4,1,1,13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,82,77,79,83,85,82,77,79,85,49,83
215,Oscar dos Santos Emboaba,Shanghai SIPG FC,83,27000000.0,0,4,3,1,0,81,76,54,86,65,78,77,76,84,84,75,73,88,81,81,80,66,77,38,77,43,45,79,83,70,75,66,52,47,12,10,15,12,12,74,76,83,81,55,50
216,Aaron Ramsey,Juventus,83,25500000.0,0,3,3,0,0,75,75,58,84,79,81,70,66,80,83,66,69,73,81,74,81,66,89,67,74,74,69,84,81,75,81,68,72,68,6,11,5,10,8,68,77,79,80,68,74
217,Gylfi Sigurðsson,Everton,83,25500000.0,0,3,4,0,0,86,78,60,85,75,82,87,86,77,85,57,56,68,79,63,84,65,86,65,86,57,55,79,86,79,84,57,57,55,13,8,10,15,12,56,81,84,80,57,69
218,Jordan Henderson,Liverpool,83,22000000.0,0,3,3,0,0,82,67,65,84,71,76,80,74,84,81,65,64,69,84,70,77,77,90,74,71,82,80,75,83,64,78,79,80,76,7,13,7,9,13,64,70,83,77,78,80
219,Max Kruse,Fenerbahçe SK,83,23500000.0,1,4,4,1,0,81,84,63,85,80,83,82,69,82,86,67,65,74,85,77,81,65,73,73,79,62,34,85,85,92,87,57,38,29,12,7,5,13,9,66,83,83,83,45,70
220,David Luiz Moreira Marinho,Arsenal,83,16500000.0,0,3,3,1,1,68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81,11,12,10,7,14,61,65,74,70,82,77
221,Sami Khedira,Juventus,83,19500000.0,0,2,4,0,1,72,68,76,85,78,80,64,60,81,83,48,53,55,84,54,82,66,68,87,78,82,84,78,78,68,84,80,82,74,11,9,5,15,8,51,74,78,77,80,80
222,Diego da Silva Costa,Atlético Madrid,83,25000000.0,0,2,4,1,0,65,85,84,65,81,77,62,59,52,82,71,75,56,83,51,83,63,74,90,74,93,40,84,74,75,83,58,39,30,11,13,12,8,11,73,82,64,75,49,85
223,Éver Banega,Sevilla FC,83,19500000.0,0,4,4,1,0,80,68,55,86,65,83,83,81,85,85,64,59,74,78,79,76,57,70,67,80,83,79,75,84,78,80,80,79,78,13,8,7,7,10,61,73,84,82,77,70
224,Radja Nainggolan,Cagliari,83,22500000.0,0,3,3,0,0,73,75,59,84,75,83,73,68,81,84,72,72,75,85,83,84,75,89,76,86,88,86,84,76,63,84,83,86,90,11,11,14,8,11,72,79,78,83,83,82
225,Rui Pedro dos Santos Patrício,Wolverhampton Wanderers,83,16500000.0,1,1,2,1,1,12,12,11,31,17,20,10,16,30,23,53,57,61,77,54,58,79,45,77,11,39,22,13,64,32,66,14,13,11,84,80,77,81,82,84,80,77,82,55,81
226,Ezequiel Garay,Valencia CF,83,16500000.0,0,2,3,1,1,62,51,80,72,49,60,55,74,72,70,40,45,51,77,33,80,79,66,90,64,80,83,42,63,69,77,82,83,83,14,6,13,13,14,43,60,67,62,82,81
227,Carlos Vela,Los Angeles FC,83,24500000.0,1,4,2,2,0,78,85,67,81,82,84,84,71,66,85,80,80,81,83,81,76,65,74,67,84,57,37,84,81,72,83,31,22,14,8,14,8,13,10,80,82,78,84,31,67
228,João Miranda de Souza Filho,Jiangsu Suning FC,83,9500000.0,0,2,3,0,1,48,43,80,70,51,67,32,39,69,71,62,66,61,80,57,70,81,59,77,41,82,85,43,58,49,81,85,85,83,12,6,10,13,12,64,49,60,68,84,74
